start_location,end_location,distance_meters,duration_seconds,duration_minutes,num_steps,directions
girls mess,nuzvid clinic,1431.4,316.1,5.3,6,Start heading left on Nuzividu - Mylavaram Road (181m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
girls mess,yoga shala,53.0,3.0,0.1,2,Start heading right on Nuzividu - Mylavaram Road (53m) | Arrive at your destination
girls mess,k2 ground,245.5,13.6,0.2,2,Start heading right on Nuzividu - Mylavaram Road (245m) | Arrive at your destination
girls mess,I1 boys hostel,646.4,58.5,1.0,3,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (227m) | Arrive at your destination
girls mess,I2 boys hostel,695.1,65.6,1.1,3,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (276m) | Arrive at your destination
girls mess,k2 girls hostel,33.7,1.8,0.0,2,Start heading left on Nuzividu - Mylavaram Road (33m) | Arrive at your destination
girls mess,k3 girls hostel,878.2,92.0,1.5,3,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (459m) | Arrive at your destination
girls mess,k4 girls hostel,903.7,95.7,1.6,3,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (484m) | Arrive at your destination
girls mess,dh1&2,706.1,67.2,1.1,3,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (287m) | Arrive at your destination
girls mess,dh3,746.7,73.0,1.2,3,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (327m) | Arrive at your destination
girls mess,dh4,779.7,77.8,1.3,3,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (360m) | Arrive at your destination
girls mess,beta cluster,578.3,48.8,0.8,3,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (159m) | Arrive at your destination
girls mess,eta cluster,690.6,71.2,1.2,4,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (213m) | Turn left (57m) | Arrive at your destination
girls mess,gama cluster,738.2,78.0,1.3,4,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (213m) | Turn left (105m) | Arrive at your destination
girls mess,kappa cluster,885.8,98.7,1.6,4,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (287m) | Turn left (179m) | Arrive at your destination
girls mess,lambda cluster,898.2,101.1,1.7,5,Start heading right on Nuzividu - Mylavaram Road (419m) | Turn right (213m) | Turn left (209m) | Turn right (55m) | Arrive at your destination
girls mess,mue cluster,1140.8,105.4,1.8,4,Start heading right on Nuzividu - Mylavaram Road (701m) | Turn right (317m) | Turn right (121m) | Arrive at your destination
girls mess,omega cluster,1136.5,103.3,1.7,4,Start heading right on Nuzividu - Mylavaram Road (701m) | Turn right (427m) | Turn right (7m) | Arrive at your destination
girls mess,nuzvid gate,1009.0,214.6,3.6,6,Start heading left on Nuzividu - Mylavaram Road (181m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
girls mess,sklm gate,1072.7,93.9,1.6,3,Start heading right on Nuzividu - Mylavaram Road (701m) | Turn right (371m) | Arrive at your destination
sbi,academic block 1(ab1),1241.4,274.1,4.6,7,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
sbi,academic block2(ab2),1248.6,274.1,4.6,6,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
sbi,academic block 3(ab3),1281.7,282.0,4.7,6,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
sbi,I3 adminstrative block,1241.4,274.1,4.6,7,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
sbi,chancellor office,1241.4,274.1,4.6,7,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
sbi,p1 faculty block,1241.4,274.1,4.6,7,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
sbi,p2 faculty block,1241.4,274.1,4.6,7,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
sbi,p3 faculty block,1504.1,344.1,5.7,5,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
sbi,central library,1421.3,315.6,5.3,6,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
sbi,sac,1391.4,308.3,5.1,6,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
sbi,food court,140.3,7.8,0.1,2,Start heading left on Nuzividu - Mylavaram Road (140m) | Arrive at your destination
sbi,boys mess,199.4,11.0,0.2,2,Start heading left on Nuzividu - Mylavaram Road (199m) | Arrive at your destination
sbi,girls mess,10.1,0.5,0.0,2,Start heading left on Nuzividu - Mylavaram Road (10m) | Arrive at your destination
sbi,nuzvid clinic,1421.3,315.6,5.3,6,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
sbi,yoga shala,63.1,3.5,0.1,2,Start heading left on Nuzividu - Mylavaram Road (63m) | Arrive at your destination
sbi,k2 ground,255.7,14.1,0.2,2,Start heading left on Nuzividu - Mylavaram Road (255m) | Arrive at your destination
sbi,I1 boys hostel,656.6,59.0,1.0,3,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (227m) | Arrive at your destination
sbi,I2 boys hostel,705.2,66.1,1.1,3,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (276m) | Arrive at your destination
sbi,k2 girls hostel,23.6,1.3,0.0,2,Start heading right on Nuzividu - Mylavaram Road (23m) | Arrive at your destination
sbi,k3 girls hostel,888.3,92.5,1.5,3,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (459m) | Arrive at your destination
sbi,k4 girls hostel,913.8,96.2,1.6,3,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (484m) | Arrive at your destination
sbi,dh1&2,716.2,67.7,1.1,3,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (287m) | Arrive at your destination
sbi,dh3,756.8,73.5,1.2,3,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (327m) | Arrive at your destination
sbi,dh4,789.8,78.3,1.3,3,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (360m) | Arrive at your destination
sbi,beta cluster,588.4,49.3,0.8,3,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (159m) | Arrive at your destination
sbi,eta cluster,700.8,71.7,1.2,4,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (213m) | Turn left (57m) | Arrive at your destination
sbi,gama cluster,748.3,78.5,1.3,4,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (213m) | Turn left (105m) | Arrive at your destination
sbi,kappa cluster,896.0,99.2,1.7,4,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (287m) | Turn left (179m) | Arrive at your destination
sbi,lambda cluster,908.4,101.6,1.7,5,Start heading left on Nuzividu - Mylavaram Road (429m) | Turn right (213m) | Turn left (209m) | Turn right (55m) | Arrive at your destination
sbi,mue cluster,1150.9,105.9,1.8,4,Start heading left on Nuzividu - Mylavaram Road (711m) | Turn right (317m) | Turn right (121m) | Arrive at your destination
sbi,omega cluster,1146.7,103.8,1.7,4,Start heading left on Nuzividu - Mylavaram Road (711m) | Turn right (427m) | Turn right (7m) | Arrive at your destination
sbi,nuzvid gate,998.9,214.1,3.6,6,Start heading right on Nuzividu - Mylavaram Road (171m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
sbi,sklm gate,1082.8,94.4,1.6,3,Start heading left on Nuzividu - Mylavaram Road (711m) | Turn right (371m) | Arrive at your destination
nuzvid clinic,academic block 1(ab1),403.1,102.2,1.7,3,Start heading straight (291m) | Turn left (111m) | Arrive at your destination
nuzvid clinic,academic block2(ab2),172.7,41.5,0.7,2,Start heading straight (172m) | Arrive at your destination
nuzvid clinic,academic block 3(ab3),139.7,33.6,0.6,2,Start heading straight (139m) | Arrive at your destination
nuzvid clinic,I3 adminstrative block,403.1,102.2,1.7,3,Start heading straight (291m) | Turn left (111m) | Arrive at your destination
nuzvid clinic,chancellor office,403.1,102.2,1.7,3,Start heading straight (291m) | Turn left (111m) | Arrive at your destination
nuzvid clinic,p1 faculty block,403.1,102.2,1.7,3,Start heading straight (291m) | Turn left (111m) | Arrive at your destination
nuzvid clinic,p2 faculty block,403.1,102.2,1.7,3,Start heading straight (291m) | Turn left (111m) | Arrive at your destination
nuzvid clinic,p3 faculty block,1585.4,387.9,6.5,4,Start heading straight (636m) | End of road left (261m) | End of road left (687m) | Arrive at your destination
nuzvid clinic,central library,0.0,0.0,0.0,2,Start heading straight | Arrive at your destination
nuzvid clinic,sac,30.0,7.3,0.1,2,Start heading straight (30m) | Arrive at your destination
nuzvid clinic,food court,1561.6,331.4,5.5,6,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (311m) | Arrive at your destination
nuzvid clinic,boys mess,1620.8,334.6,5.6,6,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (370m) | Arrive at your destination
nuzvid clinic,girls mess,1431.4,324.1,5.4,6,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (181m) | Arrive at your destination
nuzvid clinic,sbi,1421.3,323.6,5.4,6,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (171m) | Arrive at your destination
nuzvid clinic,yoga shala,1484.4,327.1,5.5,6,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (234m) | Arrive at your destination
nuzvid clinic,k2 ground,1677.0,337.7,5.6,6,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (427m) | Arrive at your destination
nuzvid clinic,I1 boys hostel,2077.9,382.6,6.4,7,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (227m) | Arrive at your destination
nuzvid clinic,I2 boys hostel,2126.5,389.7,6.5,7,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (276m) | Arrive at your destination
nuzvid clinic,k2 girls hostel,1397.7,322.3,5.4,6,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (147m) | Arrive at your destination
nuzvid clinic,k3 girls hostel,2309.6,416.1,6.9,7,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (459m) | Arrive at your destination
nuzvid clinic,k4 girls hostel,2335.1,419.8,7.0,7,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (484m) | Arrive at your destination
nuzvid clinic,dh1&2,2137.6,391.3,6.5,7,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (287m) | Arrive at your destination
nuzvid clinic,dh3,2178.2,397.1,6.6,7,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (327m) | Arrive at your destination
nuzvid clinic,dh4,2211.1,401.9,6.7,7,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (360m) | Arrive at your destination
nuzvid clinic,beta cluster,2009.7,372.9,6.2,7,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (159m) | Arrive at your destination
nuzvid clinic,eta cluster,2122.1,395.3,6.6,8,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (57m) | Arrive at your destination
nuzvid clinic,gama cluster,2169.7,402.1,6.7,8,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (105m) | Arrive at your destination
nuzvid clinic,kappa cluster,2317.3,422.8,7.0,8,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (287m) | Turn left (179m) | Arrive at your destination
nuzvid clinic,lambda cluster,2329.7,425.2,7.1,9,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (600m) | Turn right (213m) | Turn left (209m) | Turn right (55m) | Arrive at your destination
nuzvid clinic,mue cluster,2572.2,429.5,7.2,8,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (317m) | Turn right (121m) | Arrive at your destination
nuzvid clinic,omega cluster,2568.0,427.4,7.1,8,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (427m) | Turn right (7m) | Arrive at your destination
nuzvid clinic,nuzvid gate,422.5,101.5,1.7,2,Start heading straight (422m) | Arrive at your destination
nuzvid clinic,sklm gate,2504.1,418.0,7.0,7,Start heading straight (636m) | End of road left (69m) | Turn left (132m) | Turn left (411m) | Turn left onto Nuzividu - Mylavaram Road (883m) | Turn right (371m) | Arrive at your destination
yoga shala,academic block 1(ab1),1304.5,277.6,4.6,7,Start heading left on Nuzividu - Mylavaram Road (234m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
